name,year,selling_price_usd,miles_driven,fuel,seller_type,transmission,owner,engine,max_power,mileage_mpg,seats
Hyundai i20 1.4 CRDi Asta,2011,10515.84,46913.5,Diesel,Individual,Manual,Second Owner,1396.0,90.0,54.1,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,25291.25,28583.1,Diesel,Individual,Manual,Second Owner,1248.0,88.5,57.16,5.0
Maruti Alto 800 LXI,2013,7188.04,37282.3,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Hyundai i20 1.4 Asta (AT),2009,9584.05,37282.3,Petrol,Individual,Automatic,Second Owner,1396.0,100.0,35.28,5.0
Maruti Swift Ldi BSIII,2008,6256.26,94759.1,Diesel,Individual,Manual,First Owner,1248.0,75.0,41.87,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,49251.38,37282.3,Diesel,Individual,Automatic,Second Owner,2143.0,201.1,30.58,5.0
Jeep Compass 2.0 Limited Option,2017,43926.91,42951.0,Diesel,Dealer,Manual,First Owner,1956.0,170.0,40.22,5.0
Honda Brio V MT,2012,10010.01,16155.6,Petrol,Individual,Manual,First Owner,1198.0,86.8,45.63,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,23294.57,48171.2,Diesel,Dealer,Manual,First Owner,1498.0,89.84,53.39,5.0
Hyundai i20 Sportz 1.2,2014,12246.26,25179.8,Petrol,Dealer,Manual,Second Owner,1197.0,82.85,43.51,5.0
Maruti Swift VDI,2018,20099.89,24233.5,Diesel,Dealer,Manual,First Owner,1248.0,74.0,66.8,5.0
Toyota Fortuner 3.0 Diesel,2010,27953.49,136701.6,Diesel,Individual,Manual,Second Owner,2982.0,171.0,27.05,7.0
Mahindra XUV500 W8 4WD,2015,27953.49,74564.5,Diesel,Individual,Manual,Second Owner,2179.0,140.0,35.52,7.0
Maruti Baleno Alpha Automatic,2018,21297.9,15534.3,Petrol,Individual,Automatic,First Owner,1197.0,83.1,50.34,5.0
Maruti Swift VDI BSIV,2015,15973.42,19262.5,Diesel,Individual,Manual,Second Owner,1248.0,74.0,59.27,5.0
Maruti Baleno Sigma 1.2,2017,14109.86,26097.6,Petrol,Individual,Manual,First Owner,1197.0,83.1,50.34,5.0
Maruti Swift Dzire VXI,2015,11980.07,49709.7,Petrol,Individual,Manual,First Owner,1197.0,83.14,49.04,5.0
Maruti Alto K10 2010-2014 VXI,2011,6256.26,37282.3,Petrol,Individual,Manual,First Owner,998.0,67.1,49.21,5.0
Maruti Swift Dzire ZDI,2013,14642.3,149129.0,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Skoda Rapid 1.6 MPI AT Elegance,2013,10515.84,21748.0,Petrol,Individual,Automatic,Second Owner,1598.0,103.5,33.64,5.0
Volkswagen Vento 1.5 TDI Comfortline,2015,13710.52,74564.5,Diesel,Individual,Manual,Second Owner,1498.0,103.2,47.84,5.0
Ambassador Grand 1500 DSZ BSIII,2008,3247.93,37282.3,Diesel,Individual,Manual,Second Owner,1995.0,52.0,30.11,5.0
Hyundai i10 Magna 1.1L,2009,4259.58,21748.0,Petrol,Individual,Manual,Third Owner,1086.0,68.05,46.6,5.0
Maruti Alto LX,2007,2928.46,74564.5,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Maruti Swift LDI BSIV,2014,9584.05,43496.0,Diesel,Individual,Manual,First Owner,1248.0,74.0,59.27,5.0
Hyundai Verna Transform SX VGT CRDi,2011,6921.82,55923.4,Diesel,Individual,Manual,Third Owner,1493.0,110.0,38.1,5.0
Maruti Alto LXi,2007,3407.66,37282.3,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Hyundai Verna 1.6 CRDi S,2015,15973.42,49709.7,Diesel,Individual,Manual,Second Owner,1582.0,126.2,56.22,5.0
Toyota Fortuner 3.0 Diesel,2010,21297.9,93827.0,Diesel,Individual,Manual,Second Owner,2982.0,171.0,27.05,7.0
Maruti Swift Dzire VDI,2019,17970.1,15534.3,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Maruti SX4 Zxi BSIII,2010,7986.71,31068.6,Petrol,Individual,Manual,First Owner,1586.0,104.68,35.28,5.0
Maruti 800 AC,2009,3327.8,49709.7,Petrol,Individual,Manual,First Owner,796.0,37.0,37.87,4.0
Hyundai Grand i10 Asta Option,2017,14642.3,15534.3,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Maruti Alto LXi,2007,3993.36,49709.7,Petrol,Individual,Manual,Third Owner,796.0,46.3,46.34,5.0
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,23720.53,49709.7,Diesel,Individual,Manual,First Owner,2179.0,120.0,36.22,7.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,27953.49,43496.0,Diesel,Individual,Manual,First Owner,2494.0,100.6,30.55,7.0
Maruti Baleno RS 1.0 Petrol,2018,19966.78,9320.6,Petrol,Individual,Manual,First Owner,998.0,100.5,49.63,5.0
Hyundai i20 Magna Optional 1.2,2012,10116.5,17087.7,Petrol,Individual,Manual,First Owner,1197.0,82.9,43.51,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,21297.9,68350.8,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,8.0
Mahindra Logan Petrol 1.4 GLE,2010,5324.47,74564.5,Petrol,Individual,Manual,First Owner,1390.0,75.0,36.93,5.0
Maruti Ciaz VDi Option SHVS,2016,18635.66,43496.0,Diesel,Individual,Manual,First Owner,1248.0,88.5,66.07,5.0
Honda Accord 2.4 MT,2010,7986.71,45981.5,Petrol,Individual,Manual,Second Owner,2354.0,177.6,30.11,5.0
Honda Mobilio S i DTEC,2015,17836.99,74564.5,Diesel,Individual,Manual,First Owner,1498.0,98.6,56.92,7.0
Honda City 2017-2020 GXi,2007,5590.7,86991.9,Petrol,Individual,Manual,First Owner,1497.0,78.0,41.63,5.0
Maruti Ignis 1.2 Delta BSIV,2017,9850.28,24854.8,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.14,5.0
Maruti Baleno Delta Automatic,2019,15973.42,12427.4,Petrol,Individual,Automatic,First Owner,1197.0,83.1,50.34,5.0
Maruti Vitara Brezza VDi,2020,21564.12,9320.6,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Tata Tiago 1.2 Revotron XE,2019,9211.34,9941.9,Petrol,Individual,Manual,First Owner,1199.0,84.0,56.08,5.0
Honda City 1.3 EXI,2005,1464.23,80778.2,Petrol,Individual,Manual,First Owner,1343.0,90.0,30.58,5.0
Tata Safari DICOR 2.2 EX 4x2,2012,6655.59,73321.8,Diesel,Individual,Manual,Second Owner,2179.0,138.03,32.77,7.0
Maruti Swift ZXI BSIII,2006,3194.68,27340.3,Petrol,Individual,Manual,Second Owner,1298.0,88.2,37.87,5.0
Maruti Ertiga ZDI,2013,15973.42,31068.6,Diesel,Individual,Manual,Second Owner,1248.0,88.8,48.85,7.0
Maruti Eeco 5 Seater AC BSIV,2016,8785.38,37282.3,Petrol,Individual,Manual,First Owner,1196.0,73.0,36.15,5.0
Hyundai i20 Sportz Option 1.2,2014,10648.95,91341.5,Petrol,Individual,Manual,Second Owner,1197.0,81.83,43.75,5.0
Tata Indica V2 DLS TC,2004,2662.24,24854.8,Diesel,Individual,Manual,Second Owner,1405.0,62.0,39.52,5.0
Maruti Swift Dzire VXI,2014,11980.07,62137.1,Petrol,Individual,Manual,Third Owner,1197.0,85.8,44.93,5.0
Maruti Ertiga SHVS ZDI Plus,2017,21297.9,34175.4,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.67,7.0
Maruti Celerio ZDi,2015,9051.61,24854.8,Diesel,Individual,Manual,Second Owner,793.0,47.0,64.97,5.0
Maruti Ritz VDi,2010,5990.03,39767.7,Diesel,Individual,Manual,Third Owner,1248.0,73.9,49.63,5.0
Maruti Zen LXI,2002,1464.23,62137.1,Petrol,Individual,Manual,Second Owner,993.0,60.0,40.69,5.0
Maruti Ertiga SHVS ZDI Plus,2016,23960.13,31068.6,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.67,7.0
Volvo S60 D4 SUMMUM,2014,66555.92,18641.1,Diesel,Individual,Automatic,First Owner,1984.0,181.0,21.17,5.0
Maruti Wagon R VXI Plus,2018,12379.4,18641.1,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Maruti Zen LXI,2004,1863.57,93205.6,Petrol,Individual,Manual,First Owner,993.0,60.0,40.69,5.0
Tata Zest Revotron 1.2 XT,2016,10648.95,15022.9,Petrol,Individual,Manual,First Owner,1193.0,88.7,41.33,5.0
Tata Indigo LX,2012,4925.14,49709.7,Diesel,Individual,Manual,First Owner,1405.0,70.0,37.87,5.0
Maruti Wagon R LXI,2006,3727.13,93205.6,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Renault Lodgy 85PS RxE 7 Seater,2015,11048.28,74564.5,Diesel,Individual,Manual,Second Owner,1461.0,83.8,49.49,7.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,14163.1,75669.9,Diesel,Individual,Manual,First Owner,2179.0,120.0,28.34,8.0
Maruti Baleno Delta 1.3,2017,15973.42,34796.8,Diesel,Individual,Manual,First Owner,1248.0,74.0,64.43,5.0
Maruti SX4 Vxi BSIII,2008,3993.36,62137.1,Petrol,Individual,Manual,Fourth & Above Owner,1586.0,104.68,35.28,5.0
Maruti Swift LXI Option,2018,12246.26,7456.5,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Maruti Vitara Brezza ZDi,2017,21297.9,9557.3,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Mahindra Bolero SLX 4WD BSIII,2011,8252.93,3106.9,Diesel,Individual,Manual,First Owner,2523.0,63.0,31.99,7.0
Nissan Terrano XV Premium 110 PS,2014,12645.63,24854.8,Diesel,Individual,Manual,First Owner,1461.0,108.5,44.71,5.0
Maruti Alto K10 LXI,2018,9317.83,6213.7,Petrol,Individual,Manual,First Owner,998.0,67.05,56.33,5.0
Mahindra XUV500 W10 AWD,2019,47920.27,6213.7,Diesel,Individual,Manual,First Owner,2179.0,140.0,37.63,7.0
Maruti Swift AMT ZXI BSIV,2018,17038.32,15534.3,Petrol,Individual,Automatic,First Owner,1197.0,81.8,51.75,5.0
Maruti Wagon R AMT VXI,2017,9317.83,31068.6,Petrol,Individual,Automatic,First Owner,998.0,67.0,48.24,5.0
Tata Nexon 1.2 Revotron XE,2018,15973.42,18641.1,Petrol,Individual,Manual,First Owner,1198.0,108.5,39.99,5.0
Hyundai Verna 1.6 CRDi SX,2015,15307.86,14291.5,Diesel,Individual,Manual,First Owner,1582.0,126.2,56.22,5.0
Mahindra Thar CRDe ABS,2019,25930.19,9320.6,Diesel,Individual,Manual,First Owner,2498.0,105.0,38.93,6.0
Maruti Wagon R AMT VXI,2018,11846.95,3106.9,Petrol,Individual,Automatic,Second Owner,998.0,67.0,48.24,5.0
Maruti Ertiga VDI,2015,15440.97,9320.6,Diesel,Individual,Manual,Second Owner,1248.0,88.76,48.85,7.0
Hyundai Creta 1.4 EX Diesel,2020,27953.49,12427.4,Diesel,Individual,Manual,First Owner,1396.0,88.7,51.98,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,15973.42,31068.6,Diesel,Individual,Manual,First Owner,1498.0,98.59,53.56,5.0
Ford Figo 1.2P Ambiente MT,2017,9850.28,24854.8,Petrol,Individual,Manual,Second Owner,1196.0,86.8,42.72,5.0
Maruti Zen Estilo 1.1 VXI BSIII,2007,3993.36,43496.0,Petrol,Individual,Manual,Third Owner,1061.0,64.0,42.81,5.0
Maruti Celerio ZXI Optional,2017,12858.6,9320.6,Petrol,Individual,Manual,First Owner,998.0,67.04,54.33,5.0
Hyundai Grand i10 Magna,2016,12512.51,6213.7,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,25291.25,15534.3,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Hyundai Verna 1.6 VTVT,2013,11980.07,31068.6,Petrol,Individual,Manual,Third Owner,1591.0,121.3,40.01,5.0
Toyota Etios VX,2011,9184.72,43496.0,Petrol,Individual,Manual,First Owner,1496.0,88.7,41.4,5.0
Maruti Ignis Zeta AMT,2020,15973.42,3106.9,Petrol,Individual,Automatic,First Owner,1197.0,81.8,49.14,5.0
Maruti A-Star Vxi,2009,7986.71,37282.3,Petrol,Individual,Manual,First Owner,998.0,66.1,44.69,5.0
Maruti Zen Estilo VXI BSIII,2007,4259.58,46478.6,Petrol,Individual,Manual,Second Owner,998.0,67.1,42.81,5.0
Maruti 800 AC BSIII,2004,3194.68,49709.7,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Hyundai EON 1.0 Era Plus,2018,9051.61,74564.5,Petrol,Individual,Manual,First Owner,998.0,68.05,47.75,5.0
Honda City 2017-2020 EXi,2007,3673.89,74564.5,Petrol,Individual,Manual,Second Owner,1497.0,78.0,41.63,5.0
Maruti Swift Dzire VXi,2010,6149.77,49709.7,Petrol,Individual,Manual,Third Owner,1298.0,85.8,41.16,5.0
Mahindra XUV500 W8 4WD,2013,21297.9,74564.5,Diesel,Individual,Manual,Second Owner,2179.0,140.0,35.52,7.0
Mahindra XUV300 W8,2019,25557.48,12427.4,Petrol,Individual,Manual,First Owner,1197.0,108.6,39.99,5.0
Maruti Wagon R LXI Minor,2009,3194.68,43496.0,Petrol,Individual,Manual,Second Owner,1061.0,67.0,44.46,5.0
Maruti Wagon R VXI BS IV,2012,7188.04,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.1,44.46,5.0
Maruti Ritz LXI,2011,5324.47,62137.1,Petrol,Individual,Manual,Second Owner,1197.0,85.8,49.63,5.0
Maruti Swift VXI,2012,8732.14,76428.6,Petrol,Individual,Manual,First Owner,1197.0,85.8,43.75,5.0
Hyundai Verna 1.6 SX CRDi (O),2012,11500.86,47845.6,Diesel,Individual,Manual,First Owner,1582.0,126.32,52.5,5.0
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,15041.64,4349.6,Petrol,Individual,Manual,First Owner,999.0,75.0,44.17,5.0
Maruti Eeco 5 Seater AC BSIV,2017,10382.72,43496.0,Petrol,Individual,Manual,First Owner,1196.0,73.0,36.15,5.0
Ford Figo 1.5D Titanium MT,2017,15973.42,18641.1,Diesel,Individual,Manual,First Owner,1498.0,99.0,60.76,5.0
Hyundai i20 1.4 CRDi Sportz,2011,6655.59,74564.5,Diesel,Individual,Manual,Third Owner,1396.0,90.0,54.1,5.0
Chevrolet Spark 1.0 LT,2011,4392.69,43496.0,Petrol,Individual,Manual,First Owner,995.0,62.0,42.34,5.0
Honda City 1.5 S MT,2011,11208.02,65244.0,Petrol,Individual,Manual,First Owner,1497.0,118.0,39.99,5.0
Hyundai Accent Executive,2012,5990.03,67929.5,Petrol,Individual,Manual,Second Owner,1495.0,93.7,38.48,5.0
Nissan Sunny Diesel XV,2013,9317.83,74564.5,Diesel,Individual,Manual,First Owner,1461.0,84.8,50.9,5.0
Jeep Compass 2.0 Limited,2018,46775.5,14912.9,Diesel,Individual,Manual,First Owner,1956.0,170.0,40.22,5.0
Maruti Baleno Zeta 1.3,2015,15973.42,43496.0,Diesel,Individual,Manual,Second Owner,1248.0,74.0,64.43,5.0
Tata Tiago NRG Petrol,2018,13710.52,21748.0,Petrol,Individual,Manual,First Owner,1199.0,83.81,56.45,5.0
Maruti 800 AC,1999,2129.79,49709.7,Petrol,Individual,Manual,Third Owner,796.0,37.0,37.87,4.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,21297.9,43496.0,Diesel,Individual,Manual,Second Owner,1248.0,88.5,55.63,5.0
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,3194.68,62137.1,Diesel,Individual,Manual,Fourth & Above Owner,2179.0,120.0,24.7,7.0
Maruti Wagon R Stingray VXI Optional,2017,12645.63,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Maruti Wagon R AMT VXI,2015,10648.95,12427.4,Petrol,Individual,Automatic,First Owner,998.0,67.0,48.24,5.0
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,7986.71,37282.3,Diesel,Individual,Manual,First Owner,1248.0,75.0,47.75,5.0
Mahindra Scorpio M2DI,2011,10648.95,295151.2,Diesel,Individual,Manual,Third Owner,2179.0,115.0,31.75,5.0
Maruti Wagon R LX BSIII,2009,6256.26,43496.0,Petrol,Individual,Manual,Second Owner,1061.0,64.0,40.69,5.0
Maruti Wagon R VXI BS IV,2015,9317.83,24854.8,Petrol,Individual,Manual,Second Owner,998.0,67.04,48.24,5.0
Maruti Swift Dzire VDI,2017,16638.98,21126.6,Diesel,Individual,Manual,Second Owner,1248.0,74.02,66.8,5.0
Mahindra XUV500 W6 2WD,2014,13976.74,74564.5,Diesel,Individual,Manual,First Owner,2179.0,140.0,35.52,7.0
Tata Tigor 1.2 Revotron XZ,2018,14642.3,6213.7,Petrol,Individual,Manual,First Owner,1199.0,84.0,47.75,5.0
Mahindra Bolero 2011-2019 SLX,2015,14642.3,49709.7,Diesel,Individual,Manual,Second Owner,2523.0,62.1,37.54,7.0
Honda City 2017-2020 GXi,2006,5324.47,62137.1,Petrol,Individual,Manual,Second Owner,1497.0,78.0,41.63,5.0
Mahindra Xylo D2,2011,9317.83,74564.5,Diesel,Individual,Manual,First Owner,2489.0,95.0,30.58,8.0
Honda City 2017-2020 GXi,2006,5856.92,62137.1,Petrol,Individual,Manual,Second Owner,1497.0,78.0,41.63,5.0
Hyundai Grand i10 Sportz,2016,10968.42,15534.3,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Maruti Wagon R LXI Minor,2009,3354.42,32311.3,Petrol,Individual,Manual,Second Owner,1061.0,67.0,44.46,5.0
Maruti Swift Dzire VDI,2013,11447.62,39146.4,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Maruti A-Star Vxi,2009,3460.91,55923.4,Petrol,Individual,Manual,Second Owner,998.0,66.1,44.69,5.0
Tata Tiago 1.2 Revotron XM,2017,9317.83,37282.3,Petrol,Individual,Manual,First Owner,1199.0,84.0,56.08,5.0
Maruti Alto LX,2011,5856.92,21748.0,Petrol,Individual,Manual,First Owner,796.0,46.3,46.34,5.0
Mahindra Bolero DI,2011,10116.5,49709.7,Diesel,Individual,Manual,First Owner,2523.0,63.0,31.99,7.0
Ford Figo Diesel ZXI,2010,5324.47,68350.8,Diesel,Individual,Manual,Second Owner,1399.0,68.0,47.04,5.0
Maruti Swift Dzire VDI,2017,16505.87,37903.6,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Maruti Omni Limited Edition,2013,3993.36,41010.5,Petrol,Individual,Manual,First Owner,796.0,37.0,34.58,8.0
Datsun GO Plus Anniversary Edition,2018,11980.07,49709.7,Petrol,Individual,Manual,First Owner,1198.0,67.0,48.5,7.0
Hyundai Creta 1.6 CRDi SX Plus,2017,30615.73,16777.0,Diesel,Individual,Manual,Second Owner,1582.0,126.2,46.27,5.0
Mahindra KUV 100 G80 K8 Dual Tone,2018,13311.18,37282.3,Petrol,Individual,Manual,First Owner,1198.0,82.0,42.69,6.0
Maruti Wagon R VXI BS IV,2011,6549.1,86370.6,Petrol,Individual,Manual,First Owner,998.0,67.1,44.46,5.0
Maruti 800 AC,2008,1730.45,6213.7,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Ford Ecosport 1.5 Diesel Titanium,2016,19301.22,18641.1,Diesel,Individual,Manual,First Owner,1498.0,98.96,51.04,5.0
Hyundai Verna 1.6 SX CRDI (O) AT,2014,19594.06,77671.4,Diesel,Individual,Automatic,First Owner,1582.0,126.32,52.5,5.0
Maruti Swift Dzire VDI,2018,18635.66,27961.7,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Chevrolet Spark 1.0 LT,2011,3993.36,18641.1,Petrol,Individual,Manual,First Owner,995.0,62.0,42.34,5.0
Maruti Alto LXi,2010,4792.03,50020.4,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Toyota Etios Liva VXD,2014,10915.15,124274.2,Diesel,Individual,Manual,First Owner,1364.0,67.04,55.49,5.0
Mahindra Bolero 2011-2019 SLX,2013,14642.3,37282.3,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Maruti 800 AC Uniq,2004,1331.12,11184.7,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Maruti Zen D,2006,2129.79,68350.8,Diesel,Individual,Manual,Second Owner,1527.0,58.0,48.92,5.0
Maruti Alto LX,2005,2928.46,55923.4,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Honda City 2017-2020 GXi,2006,4792.03,74564.5,Petrol,Individual,Manual,Second Owner,1497.0,78.0,41.63,5.0
Audi Q7 3.0 TDI Quattro,2009,27287.93,74564.5,Diesel,Individual,Automatic,Third Owner,2967.0,241.4,28.39,7.0
Tata Hexa XTA,2017,34609.08,24854.8,Diesel,Individual,Automatic,First Owner,2179.0,153.86,41.4,7.0
Volkswagen Ameo 1.5 TDI Comfortline,2018,14908.53,11184.7,Diesel,Individual,Manual,First Owner,1498.0,108.62,50.95,5.0
Maruti Vitara Brezza LDi Option,2017,17304.54,43496.0,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Mahindra XUV500 W7 BSIV,2018,30615.73,18019.8,Diesel,Individual,Manual,First Owner,2179.0,152.87,35.52,7.0
Maruti Baleno Delta 1.2,2016,12778.74,40858.3,Petrol,Individual,Manual,First Owner,1197.0,83.1,50.34,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,25557.48,1615.6,Diesel,Individual,Manual,First Owner,1498.0,98.96,54.1,5.0
Mahindra XUV500 AT W6 2WD,2017,27953.49,28583.1,Diesel,Individual,Automatic,First Owner,2179.0,140.0,37.63,7.0
Hyundai EON Era Plus,2017,8252.93,9320.6,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Maruti Swift Dzire VDI,2014,13311.18,37282.3,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Maruti Alto K10 VXI AGS Optional,2017,9317.83,9631.3,Petrol,Individual,Automatic,First Owner,998.0,67.1,56.33,5.0
Honda Amaze S i-Dtech,2015,9717.17,74564.5,Diesel,Individual,Manual,First Owner,1498.0,98.6,60.69,5.0
Mitsubishi Lancer 2.0 GLd,2008,4392.69,74564.5,Diesel,Individual,Manual,Third Owner,1998.0,68.0,34.81,5.0
Mahindra Bolero SLX,2007,6389.37,49709.7,Diesel,Individual,Manual,Second Owner,2523.0,63.0,31.99,7.0
Mahindra Marazzo M2 BSIV,2019,24625.69,24854.8,Diesel,Individual,Manual,First Owner,1497.0,121.0,40.69,7.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,15707.2,9320.6,Petrol,Individual,Manual,First Owner,1196.0,86.8,42.72,5.0
Tata Aria Pride,2013,13976.74,68350.8,Diesel,Individual,Manual,Second Owner,2179.0,138.1,32.22,7.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,19168.11,49709.7,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,8.0
Renault Duster 110PS Diesel RxL AMT,2017,22629.01,31068.6,Diesel,Individual,Automatic,First Owner,1461.0,108.45,46.1,5.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,13044.96,68350.8,Diesel,Individual,Automatic,First Owner,2179.0,120.0,27.73,8.0
Honda Amaze S i-Dtech,2013,8652.27,62137.1,Diesel,Individual,Manual,First Owner,1498.0,98.6,60.69,5.0
Hyundai Verna CRDi 1.6 AT SX Option,2019,31946.84,12427.4,Diesel,Individual,Automatic,First Owner,1582.0,126.2,51.75,5.0
Mahindra Bolero 2011-2019 ZLX,2012,11980.07,83885.1,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Tata Indigo CS LS (TDI) BS-III,2014,7986.71,31503.5,Diesel,Individual,Manual,First Owner,1405.0,69.01,44.9,5.0
Volkswagen Polo Diesel Highline 1.2L,2013,9717.17,43496.0,Diesel,Individual,Manual,Second Owner,1199.0,73.9,51.91,5.0
Mercedes-Benz New C-Class 200 K AT,2007,13311.18,74564.5,Petrol,Individual,Automatic,First Owner,1796.0,178.0,27.52,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,23960.13,69593.6,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,8.0
Hyundai Grand i10 1.2 CRDi Sportz,2018,18635.66,21748.0,Diesel,Individual,Manual,First Owner,1186.0,73.97,56.45,5.0
Renault Duster 110PS Diesel RxZ,2017,23427.69,31068.6,Diesel,Individual,Manual,First Owner,1461.0,108.45,46.1,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,18635.66,75185.9,Diesel,Individual,Manual,Third Owner,2494.0,100.6,30.55,7.0
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,10116.5,74564.5,Diesel,Individual,Manual,Second Owner,2179.0,120.0,28.34,7.0
Toyota Corolla H2,2006,3993.36,55923.4,Petrol,Individual,Manual,Third Owner,1794.0,125.0,31.52,5.0
Renault KWID 1.0 RXT Optional,2018,8519.16,12427.4,Petrol,Individual,Manual,First Owner,999.0,67.0,54.12,5.0
Renault Duster 85PS Diesel RxL,2015,14642.3,37282.3,Diesel,Individual,Manual,First Owner,1461.0,83.8,48.1,5.0
BMW 5 Series 520d Luxury Line,2016,85191.58,24854.8,Diesel,Individual,Automatic,First Owner,1995.0,190.0,42.62,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,19966.78,273403.2,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,7.0
Mahindra TUV 300 T6 Plus,2017,17171.43,37282.3,Diesel,Individual,Manual,First Owner,1493.0,100.0,43.49,7.0
Maruti Wagon R VXI BS IV,2015,7986.71,68350.8,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Hyundai i20 Active 1.4,2016,15440.97,94448.4,Diesel,Individual,Manual,First Owner,1396.0,88.73,49.84,5.0
Hyundai i20 1.2 Asta,2011,5856.92,136701.6,Petrol,Individual,Manual,Fourth & Above Owner,1197.0,80.0,39.99,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,2013,12006.69,43496.0,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Tata Nexon 1.2 Revotron XZ Plus,2018,22629.01,31068.6,Petrol,Individual,Manual,First Owner,1198.0,108.5,39.99,5.0
Maruti Swift Dzire VDi,2011,7986.71,77671.4,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Ford Figo 1.2P Trend MT,2016,9317.83,37282.3,Petrol,Individual,Manual,First Owner,1196.0,86.8,42.72,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,31946.84,55923.4,Diesel,Individual,Manual,First Owner,2494.0,100.6,30.55,8.0
Volkswagen Ameo 1.2 MPI Comfortline,2017,14642.3,12427.4,Petrol,Individual,Manual,First Owner,1198.0,73.75,39.99,5.0
Maruti Swift VDI,2012,7986.71,68350.8,Diesel,Individual,Manual,Third Owner,1248.0,74.0,53.86,5.0
Volkswagen Vento Diesel Highline,2012,7986.71,93205.6,Diesel,Individual,Manual,Second Owner,1598.0,103.6,48.31,5.0
Hyundai i20 1.4 CRDi Sportz,2012,9317.83,68350.8,Diesel,Individual,Manual,First Owner,1396.0,90.0,54.1,5.0
Hyundai Creta 1.6 CRDi SX Option,2015,23427.69,74564.5,Diesel,Individual,Manual,Second Owner,1582.0,126.2,46.27,5.0
